GPU Used,Text File,Total Characters,Total Tokens,Characters/Tokens,Entropy,Compression Ratio,Redundancy,Time(mins)
NVIDIA GeForce RTX 3090,text8_1MB,1048576,203334,5.16,1.1935008764266968,1.8776626586914062,0.6058931223286509,2.068733270963033
