Text File,Total Characters,Total Tokens,Characters/Tokens,Entropy,Compression Ratio,Redundancy
small_txt,197528,47418,4.17,0.9218587048418452,1.375966951520797,0.7736908708666802
small_txt,197528,47418,4.17,0.9218587048418452,1.5613381394030212,0.7736908708666802
