Language,Total Characters,Total Tokens,Characters/Tokens,Entropy,Compression Ratio,Redundancy
small_txt,197528,48065,4.11,0.6683226555222551,1.072091045320157,0.838438832830542
small_txt,197528,48065,4.11,0.6683226555222551,1.2220647199384391,0.838438832830542
